,player,mcts_simuls,mcts_rate,player_first,result_from_player,score_diff_from_player,moves
79,random,15,1.4,False,-1,-3,"[19, 27, 23, 6, 11, 25, 21, 4, 35, 5, 15, 0, 16, 30, 29, 33, 26, 31, 2, 8, 9, 24, 10, 34, 22, 32, 17, 12, 1, 18, 20, 28, 7, 14, 3, 13]"
80,random,20,1.4,True,-1,-5,"[17, 8, 11, 7, 28, 20, 2, 5, 33, 19, 1, 21, 0, 24, 9, 18, 25, 13, 32, 27, 26, 16, 4, 22, 34, 15, 30, 23, 29, 12, 31, 14, 10, 6, 35, 3]"
81,random,20,1.4,False,-1,-2,"[28, 14, 1, 11, 4, 21, 2, 23, 3, 35, 18, 6, 26, 27, 7, 12, 22, 0, 34, 15, 16, 33, 5, 25, 8, 24, 13, 19, 9, 29, 20, 31, 30, 17, 32, 10]"
82,random,20,1.4,True,-1,-2,"[8, 13, 26, 28, 11, 10, 34, 22, 18, 19, 25, 7, 1, 17, 21, 32, 3, 14, 27, 12, 24, 16, 5, 4, 30, 23, 31, 20, 0, 6, 29, 15, 2, 9, 35, 33]"
83,random,20,1.4,False,-1,-4,"[1, 33, 20, 34, 15, 19, 4, 25, 14, 16, 6, 23, 8, 12, 31, 9, 11, 17, 22, 27, 32, 3, 29, 10, 24, 30, 28, 5, 2, 18, 13, 0, 21, 7, 26, 35]"
84,random,20,1.4,True,-1,-1,"[25, 33, 27, 21, 5, 10, 9, 19, 18, 23, 8, 6, 3, 22, 15, 34, 7, 32, 24, 35, 4, 29, 2, 26, 30, 12, 0, 14, 13, 31, 20, 11, 16, 1, 17, 28]"
85,random,20,1.4,False,-1,-3,"[8, 2, 24, 28, 19, 20, 22, 29, 10, 33, 16, 27, 13, 23, 32, 4, 12, 30, 18, 21, 25, 34, 17, 35, 14, 7, 3, 1, 31, 15, 26, 0, 6, 5, 9, 11]"
86,random,20,1.4,True,-1,-1,"[31, 10, 20, 19, 18, 34, 7, 14, 0, 21, 23, 16, 15, 17, 28, 5, 22, 24, 3, 30, 4, 9, 11, 27, 32, 6, 26, 8, 13, 2, 35, 1, 29, 33, 25, 12]"
87,random,20,1.4,False,-1,-3,"[5, 10, 12, 17, 34, 11, 4, 8, 9, 31, 27, 35, 2, 24, 23, 20, 16, 19, 14, 28, 3, 25, 30, 6, 18, 1, 15, 29, 33, 13, 21, 32, 7, 22, 0, 26]"
88,random,20,1.4,True,-1,-2,"[23, 33, 22, 21, 30, 24, 8, 15, 12, 6, 16, 4, 34, 2, 14, 13, 5, 19, 31, 1, 25, 3, 7, 17, 27, 0, 11, 18, 29, 32, 10, 35, 20, 28, 26, 9]"
89,random,20,1.4,False,-1,-3,"[2, 32, 14, 16, 21, 4, 20, 27, 23, 15, 22, 17, 5, 25, 1, 30, 24, 29, 35, 11, 6, 26, 33, 12, 8, 28, 0, 13, 34, 10, 19, 7, 18, 9, 31, 3]"
90,random,20,1.4,True,-1,-3,"[5, 27, 32, 20, 22, 8, 14, 21, 9, 18, 17, 15, 1, 28, 31, 19, 2, 33, 26, 29, 4, 23, 10, 35, 7, 3, 16, 12, 11, 30, 0, 25, 13, 6, 34, 24]"
91,random,20,1.4,False,-1,-1,"[17, 1, 4, 16, 5, 35, 28, 2, 26, 0, 12, 20, 33, 27, 24, 3, 19, 10, 30, 9, 6, 32, 23, 25, 14, 31, 8, 15, 18, 7, 11, 29, 21, 13, 34, 22]"
92,random,20,1.4,True,-1,-4,"[33, 14, 27, 21, 4, 35, 19, 7, 6, 26, 10, 18, 11, 28, 22, 15, 23, 34, 30, 16, 0, 2, 13, 20, 8, 29, 24, 5, 1, 32, 25, 17, 12, 9, 3, 31]"
93,random,20,1.4,False,-1,-1,"[6, 23, 17, 26, 29, 31, 33, 11, 3, 27, 21, 18, 15, 32, 1, 7, 2, 30, 0, 8, 20, 12, 28, 5, 34, 9, 35, 16, 19, 4, 22, 13, 14, 25, 10, 24]"
94,random,20,1.4,True,-1,-2,"[24, 20, 13, 35, 22, 26, 6, 8, 16, 28, 21, 7, 25, 19, 3, 15, 32, 31, 4, 12, 34, 14, 1, 0, 27, 2, 29, 23, 33, 11, 9, 18, 30, 10, 17, 5]"
95,random,20,1.4,False,-1,-6,"[28, 8, 19, 29, 31, 9, 0, 15, 14, 3, 22, 26, 17, 25, 20, 16, 12, 11, 21, 33, 10, 5, 35, 13, 27, 24, 18, 30, 2, 1, 6, 32, 7, 34, 23, 4]"
96,random,20,1.4,True,-1,-2,"[35, 16, 26, 28, 31, 32, 7, 20, 14, 1, 9, 25, 11, 22, 23, 3, 27, 15, 6, 8, 17, 0, 19, 5, 13, 30, 21, 29, 34, 2, 24, 12, 10, 33, 4, 18]"
97,random,20,1.4,False,-1,-2,"[21, 12, 10, 22, 19, 34, 15, 20, 30, 27, 23, 31, 33, 3, 7, 1, 24, 6, 14, 18, 2, 0, 16, 13, 9, 32, 4, 11, 29, 35, 28, 25, 8, 17, 26, 5]"
98,random,20,1.4,True,-1,-3,"[26, 22, 33, 25, 12, 1, 6, 16, 15, 10, 2, 28, 17, 8, 35, 19, 30, 4, 13, 31, 23, 34, 5, 24, 21, 29, 27, 9, 20, 3, 7, 14, 32, 11, 0, 18]"
99,random,20,1.4,False,-1,-1,"[13, 29, 32, 2, 1, 9, 17, 20, 3, 26, 16, 15, 10, 28, 5, 12, 27, 0, 19, 6, 14, 4, 34, 11, 7, 22, 24, 33, 25, 35, 21, 31, 8, 18, 30, 23]"
100,random,50,1.4,True,-1,-3,"[33, 14, 28, 29, 19, 8, 34, 3, 25, 22, 12, 16, 21, 2, 35, 1, 10, 24, 9, 20, 26, 7, 18, 15, 13, 0, 30, 4, 31, 32, 17, 11, 23, 27, 6, 5]"
101,random,50,1.4,False,-1,-4,"[16, 4, 21, 10, 22, 8, 26, 31, 20, 3, 14, 35, 18, 6, 17, 24, 30, 28, 25, 11, 0, 34, 27, 12, 5, 1, 15, 2, 9, 23, 13, 19, 33, 7, 29, 32]"
102,random,50,1.4,True,0,0,"[26, 14, 13, 28, 0, 10, 25, 29, 5, 11, 22, 34, 31, 21, 23, 12, 16, 24, 20, 27, 3, 35, 2, 6, 30, 8, 19, 7, 1, 9, 15, 4, 33, 18, 32, 17]"
103,random,50,1.4,False,-1,-5,"[21, 19, 22, 5, 31, 27, 1, 0, 13, 33, 25, 10, 9, 30, 18, 2, 20, 35, 17, 34, 3, 12, 26, 7, 16, 24, 14, 15, 32, 4, 8, 29, 6, 23, 11, 28]"
104,random,50,1.4,True,0,0,"[14, 3, 26, 13, 28, 24, 29, 25, 19, 30, 11, 1, 9, 8, 32, 18, 15, 21, 4, 16, 2, 27, 6, 5, 20, 17, 35, 34, 33, 12, 0, 7, 31, 10, 23, 22]"
105,random,50,1.4,False,-1,-7,"[3, 21, 16, 27, 22, 28, 4, 34, 15, 0, 19, 6, 13, 23, 5, 33, 9, 10, 20, 11, 8, 35, 12, 1, 14, 7, 2, 30, 17, 24, 32, 18, 29, 31, 26, 25]"
106,random,50,1.4,True,-1,-3,"[16, 4, 26, 17, 8, 20, 13, 28, 11, 9, 18, 21, 31, 15, 34, 2, 10, 30, 35, 3, 1, 12, 19, 5, 27, 0, 32, 33, 6, 25, 14, 23, 29, 22, 7, 24]"
